Recipe with prompt,Human score,Total possible score 
"East 62nd Street Lemon Cake, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Sour Cream Apple Pie_11878, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Korean Style Grilled Flank Steak, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Grilled Halibut, Eggplant, and Baby Bok Choy with Korean Barbecue Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Indian Spiced Chicken With Tomato and Cream, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Lemon Raspberry Cupcakes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Rose Beef Bites with Horseradish Cream, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Buckwheat Pancakes with Sausage, Scallions and Fried Eggs, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Asparagus and Two Cheese Quiche with Hash Brown Crust, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Berry Brandy Toddies with Raspberries and Cream, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Adobo Turkey with Red Chile Gravy, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Giant Chocolate Candy Bar with Peanuts and Nougat, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"The Ultimate Brownie Sundae, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Citrusy Haricots Verts, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Seared Wild Salmon with New Potatoes and Dijon Broth, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chickpeas and Chard with Poached Eggs, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Pork Spice Rub, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Corn Meal and Oat Waffle Mix, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Mushroom and Three Cheese Strata, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Pepper Chicken with Hummus, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Coconut Shrimp Beignets with Pepper Jelly Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Sufganiyot (Jelly Doughnuts), top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Braised and Roasted Pork Shanks With Prosciutto and Porcini Mushrooms, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Grilled Whole Cauliflower with Miso Mayo, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Chicken Breast with Salsa, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Pear and Pickled Radish, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Lima Bean Crostini, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Grilled Jerk Chicken with Scotch Bonnet Sauce and Mango Chutney, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Mixed Vegetables with Coconut Sauce (Aviyal), top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",0,2
"Hoisin Glazed Meatloaf, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Instant Pot Beef Barbacoa Tacos, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Kale and Brussels Sprout Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Lime Tart with Blackberries and Blueberries, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Fried Chicken Masala, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Cream of Cauliflower Soup, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Cobb Salad with Balsamic Shallot Vinaigrette, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Hot Sausage and Crispy Chard Pizza, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Feta Snack with Spring Radishes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Corpse Reviver 3000, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Mesclun Salad with Veggies, Goat Cheese, and Crispy Garlic, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Spiced Lentil and Caramelized Onion Baked Eggs, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Coconut Milkâ€“Braised Chicken, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Strip Steak with Japanese Dipping Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Zucchini and Red Pepper Enchiladas with Two Salsas, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chocolate Spoonful Cake, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Yukon Gold Cinnamon Rolls, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Lemon Olive Oil Cake, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"The Trifecta Burger, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Pepper Grilled Steak with Chopped Summer Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Celeriac Remoulade, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Great British Fool, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Green Beans and Zucchini with Sauce Verte, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Cabbage Stir Fry With Coconut and Lemon, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Quick Minestrone Soup, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Smoke Baked Barbecue Chile Pie, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Strawberry Soy Milk Shake, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Linguine with Italian Tuna and White Beans, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"My Chicken Broth Braised Baby Turnips, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Lime Snowballs, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Caramelized Spiced Carrots, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Dilly Rolls, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Spinach + Shiitake Grits Harvest Bowl (with sliced avocado), top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Pull Apart Bread with Pumpkin and Spinach, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Beet and Carrot Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Rigatoni with Easy Vodka Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Broccoli and Garlic Ricotta Toasts with Hot Honey, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Fast White Bean Stew, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Fricassee of Game Hen with Creamy Leeks and Vadoum, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Strawberry Pop Tarts, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Tarragon Roasted Halibut with Hazelnut Brown Butter, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Roast Chicken with Dried Fruit and Almonds, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Poached Fish with Spinach in Chili Tomato Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Fava Bean, Radish, and Corn Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Boiled Peanuts with Chile Salt, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Braised Fennel, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",0,2
"Veal Chops with Roasted Shallots, Arugula, and Soft Polenta, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Salmon Confit with Lime, Juniper, and Fennel, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Crab and Fennel Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Grilled Watermelon Salad With Lime Mango Dressing and Cornbread Croutons, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Lamb Souvlaki with Yogurt Garlic Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Pumpkin Flan with Spiced Pumpkin Seeds, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Stuffed Turkey with Lemon, Oregano, and Red Onions, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Barbecued Pork Burgers with Slaw, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Roasted Sweet Potato and Ginger Soup, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Cheesy Potato and Kale Gratin with Rye Croutons, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Breakfast Cookies, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Soy Glazed Shiitake Mushrooms, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Honey Bread, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Deviled Ham, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Mozzarella Stuffed Pork Chops with Polenta and Tomatoes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Set It and Forget It Roast Pork Shoulder, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Fried Eggplant, Tomato, and Cucumber Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Grilled Pork Ribs with Gochujang Barbecue Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Quick Braised Red Cabbage and Apple, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Deviled Ham and Pickle Sandwiches, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Grilled Shrimp Salad with Corn and Avocado, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Butter Lettuce, Chicken, and Cherry Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Red Beans, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Tomato Salad with Shallot Vinaigrette, Capers, and Basil, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Pasta with 15 Minute Burst Cherry Tomato Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Shawarma Spiced Tofu Pita Wraps, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Brown Sugarâ€“Ginger Cream Cake, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Savory Brioche, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Chicken, Mushroom, and Bok Choy Kebabs, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Rosemary Sage Burgers with Apple Slaw and Chive Mayo, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Air Fryer Crispy Herbed Chickpeas, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Cornbread Stuffed Roasted Squash, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Black Bean Chili with Crispy Pork and Poblano Salsa, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chicken Thighs With Tomatoes and Feta, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Classic Cassoulet, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"BaccalÃ  Mantecato A Savory Spread of Whipped Salt Cod, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Deviled Eggs with Horseradish and Black Pepper, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Salami Crisps, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Mushroom, Rajas, and Corn Taco with Queso Fresco, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Garlicky Blender Aioli, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Chicory Salad with Honey Mustard Vinaigrette, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Crushed Potatoes with Oyster Bar Butter, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Shrimp with Herby White Beans and Tomatoes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"The Green Vesper, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Beets With Pecorino, Pecans, and Shishito Peppers, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Cold Fry Frites, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"French Fries, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Double Chocolate Cupcakes With Salted Chia Pudding Frosting, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Manhattan_356, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",0,2
"Celery Root and Carrot Soup, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Roasted Balsamic Radicchio, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Gravy Braised Turkey Legs With Cipolline Onions, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Orange Olive Oil Pound Cake, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Skillet Chicken Pot Pie with Butternut Squash, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Very Berry Crumble, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Charred Sweet Potatoes With Hot Honey Butter and Lime, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Cider Dijon Pork Chops with Roasted Sweet Potatoes and Apples, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Coconut Cream Pie, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Roasted Beet and Goat Cheese Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Creamy Cauliflower Dip, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Quinoa with Corn, Scallions, and Mint, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Rhubarb Compote_1983, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Five Spice Powder, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Smoky Eggplant Dip, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chipotle Pork Loin with Blueberryâ€“Kiwi Salsa, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Roasted Pepper Turkey with Orange Liqueur, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Meringue Roulade with Anise Cream, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Beef Rib Roast with Garlic and Rosemary, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"A Salad of Brussels Sprouts, Clementines, and Russet Apple, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Charred Sweet Potatoes with Honey and Olive Oil, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"3 Ingredient Thanksgiving Turkey with Orange and Sage, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Ice Cream With Saffron Oil And Sesame Wafer, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Fruit Cup with Lime Syrup, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Ludo's Omelet, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Cleansing Tea, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Samoas Girl Scout Cookie Ice Cream Cake, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Mint Tea, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Bean Sprout Pickle, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Root Vegetable Zoodle Soup with Bacon and Basil Oil, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Spiced Eggs with Tzatziki, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Strawberry Leather, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Pumpkin Cheesecake with Bourbonâ€“Sour Cream Topping, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"White Chocolate Truffle and Chocolate Fudge Layer Cake, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Charred Corn Salad with Basil and Tomatoes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Filet Mignon with Stroganov Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Coq au Vin with Cocoa Powder, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Whole Stuffed Artichokes Braised in White Wine, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Cook From Frozen Steak with Burst Cherry Tomato Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Sweet and Spicy Chicken Drumsticks, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Mussels with Potatoes and Spinach, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Cabbage and Carrot Slaw with Walnut Za'atar Pesto, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Frisee with Crisped Salmon Skin and Warm Sherry Vinaigrette, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Matcha Mango Smoothie, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Homemade American Cheese, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Blissed Out Crispy Cheesy Broccoli Gratin, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Meat Loaf, Baby Arugula, and Russian Dressing on Whole-Grain Bread, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Braised Baby Onions with Orange Juice and Balsamic Vinegar, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Griddled Asparagus, Piperade, Poached Eggs, and Grits, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"The Champagne Cocktail, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Radicchio and Citrus Salad with Preserved Lemon, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Rosemary Beef Fillet, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Backwoods Bourbon Punch, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Cucumber Basil Egg Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Barley, Fennel, and Beet Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Five Spice Beet Soup, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Peach Cobbler, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Citrus Infused Custard Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Marinated Lentils with Crunchy Vegetables, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Brussels Sprout Slaw, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Wildflower Honey Semifreddo with Honey Sesame Wafers, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Brownie Thins, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Chicken Breasts with Zucchini Pappardelle, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Summer Berry Crisp, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Spicy Scallion and Onion Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Beer Can Cabbage Sandwiches, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Spiced Pumpkin Layer Cake with Cream Cheese Frosting, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Lasagna Bolognese, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Turmeric Almond Dressing, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Salumi with Peaches and Watercress, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Roasted Carrots with Citrus Vinaigrette, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Orecchiette with Salsa Cruda and Ricotta, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Charred Scallion Butter, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Strawberry Rhubarb Galette with Buckwheat Crust, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chicken and Mushroom Pie with Phyllo Parmesan Crust, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Dry Rubbed Roast Turkey, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Salmon BLT, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Italian Sausage and Bread Stuffing, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Sheet Pan Grilled Cheese, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Turkey Meatballs with Cranberry Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Beef Tenderloin Medallions with Potato Risotto, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"3 Ingredient Grilled Steak, Pineapple, and Avocado Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Lamb Shoulder with Citrus Fennel Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Okonomiyaki (â€œAs You Like Itâ€) Pancakes With Bonito Flakes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"New Look Bloody Mary, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",0,2
"Grilled Corn with Honey Ginger Barbecue Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"San Francisco Garlic Fries, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Grenadine Syrup, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Butternut Squash with Tangerine and Sage Glaze, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Crab with Romaine, Dill Sauce, and Sunflower Seeds, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Barbecued Pork Sandwiches with Pickled Red Onion, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Apple and Nut Butter Puff Pastry Tarts, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Crispy Eggplant Fritters With Smoked Mozzarella, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Tuscan Porterhouse Steak with Red Wine Peppercorn Jus, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Bread Stuffing with Crawfish, Bacon, and Collard Greens, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Rib Eye Steaks with Garbanzo and Green Bean Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Kansas City Sweet and Smoky Ribs, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Bazooka Bubblegum Cocktail, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",0,2
"Spring Chicken Dinner Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Laskey Lemon Soda with Bay Ice Cubes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
